symbol,time,action,price,actual_price,shares,gross_value,commission,slippage_cost,net_value,gross_pnl,net_pnl,gross_return,net_return
DXCM,2024-05-06 16:03:00,BUY,129.66,129.78965999999997,98,12719.386679999998,1.0,12.706679999997334,12720.386679999998,,,,
DXCM,2024-05-07 15:56:00,NEXT_DAY_EXIT,130.02,129.88998,98,12729.218040000002,1.0,12.741960000000176,12728.218040000002,35.28000000000134,7.831360000001162,0.0027764923646461026,0.0006156542404732277
AFRM,2024-05-07 15:38:00,BUY,35.76,35.795759999999994,493,17647.30968,2.465,17.629679999998146,17649.77468,,,,
AFRM,2024-05-08 11:19:00,STOP_LOSS,31.6,31.5684,493,15563.2212,2.465,15.578800000000474,15560.7562,-2050.8799999999983,-2089.018479999999,-0.11633109619686792,-0.11835949851343933
MRNA,2024-05-07 15:56:00,BUY,121.23,121.35122999999999,126,15290.254979999998,1.0,15.27497999999784,15291.254979999998,,,,
MRNA,2024-05-08 15:42:00,NEXT_DAY_EXIT,122.055,121.932945,126,15363.551070000001,1.0,15.378930000000395,15362.551070000001,103.95000000000036,71.29608999999996,0.006805246226181661,0.004662540131156714
SPHR,2024-05-09 15:50:00,BUY,41.08,41.12107999999999,622,25577.311759999997,3.11,25.551759999996136,25580.421759999997,,,,
SPHR,2024-05-10 15:02:00,NEXT_DAY_EXIT,39.96,39.92004,622,24830.26488,3.11,24.85512000000041,24827.15488,-696.6399999999984,-753.2668799999989,-0.027263875365141126,-0.02944700783541729
ALC,2024-05-10 15:55:00,BUY,81.97,82.05196999999998,256,21005.304319999996,1.28,20.984319999995932,21006.584319999994,,,,
ALC,2024-05-13 15:00:00,NEXT_DAY_EXIT,81.52,81.43848,256,20848.25088,1.28,20.869119999999384,20846.97088,-115.20000000000073,-159.6134400000001,-0.005489813346346259,-0.007598257649533007
GME,2024-05-13 15:39:00,BUY,29.3536,29.382953599999997,470,13809.988191999999,2.35,13.796191999998477,13812.338192,,,,
GME,2024-05-14 11:00:00,TAKE_PROFIT,52.51,52.45749,470,24655.0203,2.35,24.679699999999087,24652.6703,10883.508,10840.332108,0.7888776845088847,0.784829618078613
OMC,2024-05-13 15:43:00,BUY,96.32,96.41631999999998,138,13305.452159999997,1.0,13.29215999999883,13306.452159999997,,,,
OMC,2024-05-14 15:36:00,NEXT_DAY_EXIT,96.58,96.48342,138,13314.711959999999,1.0,13.328040000000414,13313.711959999999,35.880000000000706,7.259800000000293,0.0026993355481728107,0.0005455849472651839
TROW,2024-05-14 15:39:00,BUY,114.61,114.72460999999998,162,18585.386819999996,1.0,18.566819999997534,18586.386819999996,,,,
TROW,2024-05-15 15:28:00,NEXT_DAY_EXIT,114.71,114.59528999999999,162,18564.43698,1.0,18.583020000000374,18563.43698,16.19999999999908,-22.949840000001295,0.0008725242125468486,-0.001234766080263969
AVAV,2024-05-14 15:58:00,BUY,194.635,194.82963499999997,124,24158.874739999996,1.0,24.134739999997123,24159.874739999996,,,,
AVAV,2024-05-15 15:51:00,NEXT_DAY_EXIT,193.42,193.22657999999998,124,23960.09592,1.0,23.984080000000404,23959.09592,-150.66000000000042,-200.77882000000082,-0.006242453823824099,-0.00831042470876655
VSTS,2024-05-14 16:11:00,BUY,12.21,12.222209999999999,3213,39269.96073,16.065,39.23072999999304,39286.02573,,,,
VSTS,2024-05-15 15:59:00,NEXT_DAY_EXIT,12.77,12.75723,3213,40988.97999,16.065,41.03000999999912,40972.91499,1799.2799999999959,1686.8892599999967,0.04586404586404576,0.042938658941819016
MDB,2024-05-15 15:53:00,BUY,376.83,377.20682999999997,48,18105.927839999997,1.0,18.087839999999233,18106.927839999997,,,,
MDB,2024-05-16 15:00:00,NEXT_DAY_EXIT,370.12,369.74988,48,17747.99424,1.0,17.765759999999318,17746.99424,-322.079999999999,-359.93359999999836,-0.017806437916301727,-0.019878225791835836
SMCI,2024-05-16 15:45:00,BUY,90.781,90.871781,278,25262.355118,1.3900000000000001,25.237117999997963,25263.745118,,,,
SMCI,2024-05-17 15:15:00,NEXT_DAY_EXIT,88.761,88.67223899999999,278,24650.882442,1.3900000000000001,24.675558000001445,24649.492442,-561.5600000000029,-614.2526760000043,-0.022251352155186768,-0.024313603273425972
FSLR,2024-05-16 16:53:00,BUY,194.99,195.18499,295,57579.57205,1.475,57.52204999999705,57581.04705,,,,
FSLR,2024-05-17 15:50:00,NEXT_DAY_EXIT,197.75,197.55225,295,58277.91374999999,1.475,58.33625000000396,58276.438749999994,814.1999999999973,695.3916999999933,0.01415457202933479,0.0120767463536423
CRWD,2024-05-20 15:56:00,BUY,348.17,348.51817,55,19168.49935,1.0,19.149349999999004,19169.49935,,,,
CRWD,2024-05-21 15:00:00,NEXT_DAY_EXIT,348.905,348.55609499999997,55,19170.585225,1.0,19.18977500000011,19169.585225,40.424999999997624,0.08587499999751458,0.002111037711462667,4.4797727071319974e-06
TTD,2024-05-20 16:07:00,BUY,97.0561,97.15315609999999,207,20110.7033127,1.035,20.09061269999772,20111.7383127,,,,
TTD,2024-05-21 15:46:00,NEXT_DAY_EXIT,95.63,95.53437,207,19775.614589999997,1.035,19.795409999999976,19774.579589999998,-295.2027000000011,-337.158722700001,-0.014693563825457702,-0.016764275541865752
MSTR,2024-05-20 16:07:00,BUY,172.2,172.37219999999996,220,37921.88399999999,1.1,37.88399999999456,37922.98399999999,,,,
MSTR,2024-05-21 15:10:00,NEXT_DAY_EXIT,168.801,168.63219899999999,220,37099.08377999999,1.1,37.136220000000435,37097.983779999995,-747.7800000000002,-825.0002200000007,-0.01973867595818816,-0.021754623001185792
WFC,2024-05-21 15:37:00,BUY,61.52,61.58152,345,21245.6244,1.725,21.22439999999809,21247.3494,,,,
WFC,2024-05-22 15:00:00,NEXT_DAY_EXIT,60.6699,60.6092301,345,20910.1843845,1.725,20.93111550000021,20908.4593845,-293.28450000000163,-338.8900155000018,-0.01381827048114442,-0.015949754913900077
INSM,2024-05-28 15:57:00,BUY,48.1,48.1481,1066,51325.8746,5.33,51.2745999999979,51331.204600000005,,,,
INSM,2024-05-29 15:00:00,NEXT_DAY_EXIT,50.905,50.854095,1066,54210.46527,5.33,54.26473000000021,54205.13527,2990.1299999999997,2873.9306699999997,0.058316008316008305,0.055987984158859964
CNC,2024-05-29 15:55:00,BUY,70.57,70.64056999999998,481,33978.11416999999,2.4050000000000002,33.944169999994884,33980.51916999999,,,,
CNC,2024-05-30 15:24:00,NEXT_DAY_EXIT,68.98,68.91102000000001,481,33146.20062,2.4050000000000002,33.179379999998204,33143.795620000004,-764.7899999999948,-836.723549999993,-0.02253082046195252,-0.024623624666061657
NOW,2024-05-30 15:44:00,BUY,641.37,642.0113699999999,32,20544.363839999998,1.0,20.523839999998017,20545.363839999998,,,,
NOW,2024-05-31 15:00:00,NEXT_DAY_EXIT,645.905,645.259095,32,20648.29104,1.0,20.66895999999906,20647.29104,145.11999999999898,101.92719999999991,0.007070801565399018,0.0049610803095906575
VST,2024-05-31 15:53:00,BUY,99.8,99.89979999999998,629,62836.97419999999,3.145,62.77419999999225,62840.11919999999,,,,
VST,2024-06-03 15:00:00,NEXT_DAY_EXIT,93.37,93.27663000000001,629,58671.000270000004,3.145,58.72972999999564,58667.85527000001,-4044.4699999999953,-4172.263929999991,-0.06442885771543079,-0.06639490795237052
LVS,2024-06-03 16:24:00,BUY,44.85,44.89485,344,15443.828399999999,1.72,15.428399999998874,15445.548399999998,,,,
LVS,2024-06-04 15:00:00,NEXT_DAY_EXIT,43.56,43.51644,344,14969.65536,1.72,14.984639999999786,14967.935360000001,-443.7599999999997,-477.6130399999995,-0.02876254180602005,-0.03092237501907019
FIVE,2024-06-05 15:40:00,BUY,132.615,132.747615,175,23230.832625,1.0,23.207624999997734,23231.832625,,,,
FIVE,2024-06-06 10:36:00,STOP_LOSS,117.39,117.27261,175,20522.70675,1.0,20.543250000000057,20521.70675,-2664.3750000000014,-2710.1258750000015,-0.11480601741884408,-0.1166557076553491
C,2024-06-06 16:00:00,BUY,61.94,62.00193999999999,200,12400.387999999999,1.0,12.387999999998556,12401.387999999999,,,,
C,2024-06-07 15:43:00,NEXT_DAY_EXIT,61.915,61.853085,200,12370.617,1.0,12.38299999999981,12369.617,-4.999999999999716,-31.770999999999525,-0.0004036164029705938,-0.002561890652884945
ADBE,2024-06-13 16:01:00,BUY,462.0,462.46199999999993,117,54108.05399999999,1.0,54.05399999999207,54109.05399999999,,,,
ADBE,2024-06-14 15:00:00,NEXT_DAY_EXIT,524.93,524.4050699999999,117,61355.39318999999,1.0,61.416810000004716,61354.39318999999,7362.809999999994,7245.33918999999,0.1362121212121211,0.13390252932531385
HPE,2024-06-13 16:06:00,BUY,21.74,21.761739999999996,1164,25330.665359999995,5.82,25.305359999997265,25336.485359999995,,,,
HPE,2024-06-14 15:00:00,NEXT_DAY_EXIT,21.48,21.45852,1164,24977.71728,5.82,25.00272000000045,24971.89728,-302.6399999999977,-364.5880799999982,-0.011959521619135143,-0.01438984432211707
MU,2024-06-17 16:02:00,BUY,147.66,147.80765999999997,263,38873.41457999999,1.315,38.834579999993025,38874.72957999999,,,,
MU,2024-06-18 15:00:00,NEXT_DAY_EXIT,153.7801,153.6263199,263,40403.7221337,1.315,40.44416630000154,40402.4071337,1609.586300000002,1527.6775537000003,0.041447243667885734,0.0392974451579452
YUM,2024-06-20 15:47:00,BUY,134.21,134.34421,125,16793.02625,1.0,16.776249999999493,16794.02625,,,,
YUM,2024-06-21 15:25:00,NEXT_DAY_EXIT,133.64,133.50635999999997,125,16688.295,1.0,16.705000000001746,16687.295,-71.2500000000027,-106.73125000000445,-0.0042470754787275284,-0.006355310418786827
EW,2024-06-21 15:40:00,BUY,90.39,90.48038999999999,240,21715.293599999997,1.2,21.693599999996422,21716.493599999998,,,,
EW,2024-06-24 15:05:00,NEXT_DAY_EXIT,90.6,90.5094,240,21722.256,1.2,21.743999999998778,21721.056,50.3999999999985,4.56239999999972,0.0023232658479919654,0.00021008916467065935
FRT,2024-06-21 15:46:00,BUY,99.75,99.84974999999999,299,29855.075249999994,1.495,29.82524999999582,29856.570249999993,,,,
FRT,2024-06-24 15:21:00,NEXT_DAY_EXIT,101.045,100.943955,299,30182.242545,1.495,30.21245499999975,30180.747545000002,387.2050000000005,324.17729500000075,0.012982456140350894,0.010857820984980709
CHWY,2024-06-21 15:48:00,BUY,24.915,24.939914999999996,1169,29154.760634999995,5.845,29.12563499999587,29160.605634999996,,,,
CHWY,2024-06-24 15:14:00,NEXT_DAY_EXIT,27.4,27.3726,1169,31998.569399999997,5.845,32.030600000000106,31992.724399999996,2904.9649999999992,2832.1187649999993,0.09973911298414607,0.09712139728678167
CTAS,2024-06-21 15:52:00,BUY,177.0225,177.1995225,22,3898.389495,1.0,3.8944949999998357,3899.389495,,,,
CTAS,2024-06-24 15:00:00,NEXT_DAY_EXIT,177.705,177.527295,22,3905.6004900000003,1.0,3.9095100000000684,3904.6004900000003,15.0150000000001,5.210995000000032,0.0038554421048172098,0.001336361757829486
CRC,2024-06-26 15:43:00,BUY,51.64,51.69163999999999,1094,56550.65415999999,5.47,56.494159999991155,56556.12415999999,,,,
CRC,2024-06-27 15:00:00,NEXT_DAY_EXIT,52.47,52.41753,1094,57344.777819999996,5.47,57.40217999999953,57339.307819999995,908.0199999999982,783.1836599999986,0.016072811773818713,0.013847901913934806
MRK,2024-06-27 15:56:00,BUY,129.93,130.05992999999998,180,23410.787399999997,1.0,23.387399999995182,23411.787399999997,,,,
MRK,2024-06-28 15:45:00,NEXT_DAY_EXIT,127.13,127.00287,180,22860.5166,1.0,22.883399999998915,22859.5166,-504.00000000000205,-552.2708000000009,-0.02155006541984154,-0.023589433415066842
CELH,2024-06-28 15:44:00,BUY,57.06,57.117059999999995,576,32899.42656,2.88,32.86655999999584,32902.30656,,,,
CELH,2024-07-01 15:13:00,NEXT_DAY_EXIT,58.4,58.3416,576,33604.7616,2.88,33.638399999999365,33601.8816,771.8399999999979,699.5750399999985,0.023484051875219,0.021262188373458474
ANET,2024-07-05 15:36:00,BUY,91.6225,91.71412249999999,440,40354.213899999995,2.2,40.31389999999362,40356.41389999999,,,,
ANET,2024-07-08 15:00:00,NEXT_DAY_EXIT,92.7876,92.6948124,440,40785.717456,2.2,40.8265439999974,40783.517456,512.643999999998,427.1035560000006,0.012716308766951298,0.010583288125112639
ALB,2024-07-09 15:36:00,BUY,91.3,91.39129999999999,723,66075.90989999998,3.615,66.00989999999257,66079.52489999999,,,,
ALB,2024-07-10 15:00:00,NEXT_DAY_EXIT,96.8,96.7032,723,69916.4136,3.615,69.98640000000128,69912.7986,3976.5,3833.273699999999,0.060240963855421686,0.058010006969647546
ACN,2024-07-10 15:36:00,BUY,294.36,294.65436,69,20331.15084,1.0,20.310839999998848,20332.15084,,,,
ACN,2024-07-11 15:00:00,NEXT_DAY_EXIT,300.31,300.00969,69,20700.668609999997,1.0,20.72139000000169,20699.668609999997,410.5499999999992,367.51776999999754,0.020213344204375556,0.018075695625716575
JCI,2024-07-10 15:39:00,BUY,67.63,67.69762999999999,341,23084.891829999997,1.705,23.061829999997983,23086.59683,,,,
JCI,2024-07-11 15:07:00,NEXT_DAY_EXIT,69.74,69.67026,341,23757.55866,1.705,23.781339999998607,23755.853659999997,719.5099999999998,669.2568300000012,0.031199171965104237,0.02898897723766423
GXO,2024-07-10 15:42:00,BUY,48.31,48.358309999999996,998,48261.59338,4.99,48.21337999999365,48266.58338,,,,
GXO,2024-07-11 15:00:00,NEXT_DAY_EXIT,51.995,51.943005,998,51839.11899,4.99,51.89100999999802,51834.128990000005,3677.629999999995,3567.545609999997,0.0762782032705443,0.07391336531763432
BGC,2024-07-15 15:36:00,BUY,9.36,9.369359999999999,1979,18541.963439999996,9.895,18.52343999999831,18551.858439999996,,,,
BGC,2024-07-16 15:02:00,NEXT_DAY_EXIT,9.555,9.545444999999999,1979,18890.435654999997,9.895,18.90934500000128,18880.540654999997,385.90500000000054,328.68221499999925,0.020833333333333363,0.017716942809962454
KEX,2024-07-15 16:00:00,BUY,123.79,123.91378999999999,516,63939.51564,2.58,63.87563999999247,63942.09564,,,,
KEX,2024-07-16 15:00:00,NEXT_DAY_EXIT,128.015,127.88698499999998,516,65989.68426,2.58,66.05574000000252,65987.10426,2180.09999999999,2045.0086199999876,0.034130382098715405,0.03198219575901262
SMCI,2024-07-15 16:00:00,BUY,89.7,89.7897,143,12839.927099999999,1.0,12.827099999999064,12840.927099999999,,,,
SMCI,2024-07-16 15:00:00,NEXT_DAY_EXIT,88.25,88.16175,143,12607.13025,1.0,12.619750000000309,12606.13025,-207.35000000000042,-234.79685000000075,-0.016164994425864023,-0.018285038780416464
EOG,2024-07-16 15:42:00,BUY,131.47,131.60146999999998,482,63431.90853999999,2.41,63.36853999998982,63434.31853999999,,,,
EOG,2024-07-17 15:02:00,NEXT_DAY_EXIT,132.445,132.312555,482,63774.65151,2.41,63.83848999999515,63772.24151,469.94999999999726,337.9229700000021,0.0074161405643872694,0.005327131713205318
DLTR,2024-07-16 15:51:00,BUY,104.51,104.61451,245,25630.554949999998,1.225,25.604949999997686,25631.779949999996,,,,
DLTR,2024-07-17 15:42:00,NEXT_DAY_EXIT,105.175,105.069825,245,25742.107125,1.225,25.767875000000657,25740.882125,162.92499999999805,109.1021749999974,0.006363027461486863,0.004256519649155205
EVR,2024-07-16 15:54:00,BUY,243.9,244.14389999999997,31,7568.460899999999,1.0,7.560899999999009,7569.460899999999,,,,
EVR,2024-07-17 15:00:00,NEXT_DAY_EXIT,242.155,241.912845,31,7499.298195,1.0,7.5068049999999005,7498.298195,-54.09500000000014,-71.16270500000005,-0.007154571545715476,-0.0094012910483493
ENVX,2024-07-18 15:51:00,BUY,14.1181,14.1322181,2384,33691.2079504,11.92,33.6575503999982,33703.1279504,,,,
ENVX,2024-07-19 15:00:00,NEXT_DAY_EXIT,13.8688,13.854931200000001,2384,33030.1559808,11.92,33.06321919999792,33018.235980800004,-594.3311999999996,-684.8919695999975,-0.01765818346661377,-0.02032131767140234
FRT,2024-07-19 15:38:00,BUY,108.9,109.0089,236,25726.1004,1.18,25.700399999997956,25727.2804,,,,
FRT,2024-07-22 15:00:00,NEXT_DAY_EXIT,110.5,110.3895,236,26051.922,1.18,26.07800000000043,26050.742,377.59999999999866,323.4615999999982,0.014692378328741913,0.012572708617891776
MARA,2024-07-19 15:51:00,BUY,24.7436,24.768343599999998,798,19765.138192799997,3.99,19.745392799997767,19769.1281928,,,,
MARA,2024-07-22 15:00:00,NEXT_DAY_EXIT,24.09,24.06591,798,19204.59618,3.99,19.223820000000842,19200.60618,-521.5728000000007,-568.5220128000016,-0.026414911330606736,-0.02875807204321026
MPC,2024-07-25 15:48:00,BUY,171.7,171.87169999999998,419,72014.24229999998,2.095,71.94229999999459,72016.33729999998,,,,
MPC,2024-07-26 15:29:00,NEXT_DAY_EXIT,172.72,172.54728,419,72297.31032,2.095,72.36967999999925,72295.21532,427.3800000000043,278.87802000000505,0.0059405940594060005,0.003872427152720597
TKO,2024-07-26 15:52:00,BUY,107.65,107.75765,671,72305.38315,3.355,72.23314999999495,72308.73814999999,,,,
TKO,2024-07-29 15:32:00,NEXT_DAY_EXIT,108.02,107.91198,671,72408.93858,3.355,72.48141999999747,72405.58358,248.2699999999935,96.84542999999601,0.0034370645610774762,0.0013393323196858472
SBUX,2024-07-30 16:05:00,BUY,77.8,77.8778,201,15653.437799999998,1.0050000000000001,15.63779999999926,15654.442799999997,,,,
SBUX,2024-07-31 15:00:00,NEXT_DAY_EXIT,79.04,78.96096,201,15871.15296,1.0050000000000001,15.88704000000125,15870.14796,249.24000000000183,215.7051600000006,0.01593830334190243,0.013779165618082595
ORCL,2024-08-01 15:41:00,BUY,137.055,137.19205499999998,113,15502.702214999998,1.0,15.487214999997207,15503.702214999998,,,,
ORCL,2024-08-02 15:00:00,NEXT_DAY_EXIT,133.515,133.381485,113,15072.107805,1.0,15.087194999998701,15071.107805,-400.0200000000023,-432.594410000001,-0.025829046733063517,-0.027902652153719853
AMAT,2024-08-02 15:37:00,BUY,181.185,181.36618499999997,139,25209.899714999996,1.0,25.184714999995947,25210.899714999996,,,,
AMAT,2024-08-05 15:00:00,NEXT_DAY_EXIT,181.405,181.223595,139,25190.079705,1.0,25.215295000001703,25189.079705,30.579999999999842,-21.820010000001858,0.0012142285509286026,-0.0008654990597983051
UBER,2024-08-02 15:54:00,BUY,58.99,59.048989999999996,387,22851.95913,1.935,22.829129999997804,22853.89413,,,,
UBER,2024-08-05 15:00:00,NEXT_DAY_EXIT,57.805,57.747195,387,22348.164464999998,1.935,22.37053500000073,22346.229464999997,-458.5950000000009,-507.6646650000016,-0.02008815053398885,-0.022213486336825065
MSTR,2024-08-05 16:07:00,BUY,131.9,132.03189999999998,240,31687.655999999995,1.2,31.655999999993583,31688.855999999996,,,,
MSTR,2024-08-06 15:00:00,NEXT_DAY_EXIT,137.6,137.4624,240,32990.976,1.2,33.02399999999807,32989.776000000005,1367.9999999999973,1300.9199999999992,0.043214556482183385,0.0410529177828319
LLY,2024-08-06 15:51:00,BUY,797.925,798.7229249999999,34,27156.579449999997,1.0,27.12944999999877,27157.579449999997,,,,
LLY,2024-08-07 15:00:00,NEXT_DAY_EXIT,765.12,764.35488,34,25988.06592,1.0,26.01408000000083,25987.06592,-1115.3699999999983,-1170.513529999999,-0.04111288654948767,-0.043100804773674305
ABBV,2024-08-07 15:38:00,BUY,187.55,187.73755,123,23091.71865,1.0,23.068649999998456,23092.71865,,,,
ABBV,2024-08-08 15:06:00,NEXT_DAY_EXIT,190.04,189.84995999999998,123,23351.545079999996,1.0,23.374920000001282,23350.545079999996,306.2699999999976,257.8264299999963,0.013276459610770357,0.01116483658367337
FNKO,2024-08-08 15:44:00,BUY,8.65,8.65865,1736,15031.4164,8.68,15.016399999998924,15040.0964,,,,
FNKO,2024-08-09 15:00:00,NEXT_DAY_EXIT,9.315,9.305684999999999,1736,16154.669159999998,8.68,16.170840000001476,16145.989159999997,1154.4399999999985,1105.892759999997,0.0768786127167629,0.07352963242974937
GPN,2024-08-08 15:57:00,BUY,104.3,104.40429999999999,625,65252.68749999999,3.125,65.18749999999685,65255.81249999999,,,,
GPN,2024-08-09 15:00:00,NEXT_DAY_EXIT,102.48,102.37752,625,63985.950000000004,3.125,64.04999999999994,63982.825000000004,-1137.4999999999957,-1272.9874999999956,-0.017449664429530137,-0.019507649222818207
SERV,2024-08-09 16:01:00,BUY,13.84,13.853839999999998,1896,26266.880639999996,9.48,26.240639999996773,26276.360639999995,,,,
SERV,2024-08-12 15:06:00,STOP_LOSS,11.65,11.63835,1896,22066.3116,9.48,22.08839999999904,22056.8316,-4152.239999999999,-4219.529039999998,-0.15823699421965315,-0.1605827038915233
CLSK,2024-08-12 15:53:00,BUY,11.03,11.041029999999997,2362,26078.912859999993,11.81,26.052859999995505,26090.722859999994,,,,
CLSK,2024-08-13 15:00:00,NEXT_DAY_EXIT,11.2,11.188799999999999,2362,26427.945599999995,11.81,26.454400000001282,26416.135599999994,401.53999999999985,325.41273999999856,0.015412511332728916,0.01247235432096413
PANW,2024-08-13 15:37:00,BUY,165.69,165.85568999999998,99,16419.71331,1.0,16.403309999998385,16420.71331,,,,
PANW,2024-08-14 15:06:00,NEXT_DAY_EXIT,170.3575,170.1871425,99,16848.5271075,1.0,16.865392499999444,16847.5271075,462.08249999999896,426.8137974999995,0.02817007664916404,0.02599240297558057
COP,2024-08-14 15:52:00,BUY,109.23,109.33922999999999,220,24054.630599999997,1.1,24.030599999996127,24055.730599999995,,,,
COP,2024-08-15 15:27:00,NEXT_DAY_EXIT,110.925,110.814075,220,24379.0965,1.1,24.403499999998814,24377.9965,372.8999999999985,322.2658999999997,0.015517714913485242,0.013396637390011332
LII,2024-08-15 15:56:00,BUY,583.65,584.2336499999999,38,22200.878699999997,1.0,22.17869999999698,22201.878699999997,,,,
LII,2024-08-16 15:48:00,NEXT_DAY_EXIT,569.735,569.165265,38,21628.28007,1.0,21.649930000001405,21627.28007,-528.7699999999986,-574.5986300000001,-0.023841343270795793,-0.025880630993628483
AOS,2024-08-16 15:41:00,BUY,79.73,79.80973,460,36712.4758,2.3000000000000003,36.675799999999015,36714.7758,,,,
AOS,2024-08-19 15:16:00,NEXT_DAY_EXIT,80.35,80.26965,460,36924.039,2.3000000000000003,36.96099999999802,36921.738999999994,285.19999999999555,206.9631999999975,0.0077762448262886025,0.005637054714085915
CLS,2024-08-19 15:58:00,BUY,54.085,54.139084999999994,278,15050.665629999998,1.3900000000000001,15.035629999998193,15052.055629999997,,,,
CLS,2024-08-20 15:00:00,NEXT_DAY_EXIT,54.37,54.31563,278,15099.745139999999,1.3900000000000001,15.114859999999638,15098.35514,79.22999999999905,46.299509999999415,0.005269483220855997,0.003075959266834002
SIRI,2024-08-20 15:43:00,BUY,33.149,33.182148999999995,615,20407.021634999997,3.075,20.386634999996645,20410.096634999998,,,,
SIRI,2024-08-21 15:00:00,NEXT_DAY_EXIT,33.0,32.967,615,20274.704999999998,3.075,20.29500000000077,20271.629999999997,-91.63500000000056,-138.46663500000133,-0.004494856556758904,-0.006784222410909781
UPST,2024-08-21 15:54:00,BUY,40.63,40.670629999999996,405,16471.60515,2.025,16.45514999999719,16473.63015,,,,
UPST,2024-08-22 15:00:00,NEXT_DAY_EXIT,39.7407,39.700959299999994,405,16078.888516499997,2.025,16.0949835000012,16076.863516499998,-360.1665000000023,-396.76663350000354,-0.02188776765936514,-0.024084954553869442
MSTR,2024-08-21 15:55:00,BUY,141.385,141.52638499999998,384,54346.13183999999,1.92,54.29183999999441,54348.051839999986,,,,
MSTR,2024-08-22 15:00:00,NEXT_DAY_EXIT,135.8789,135.7430211,384,52125.3201024,1.92,52.17749759999788,52123.4001024,-2114.3424000000014,-2224.6517375999993,-0.03894401810658842,-0.04093342194029966
SNOW,2024-08-21 15:56:00,BUY,135.07,135.20506999999998,159,21497.606129999996,1.0,21.476129999997568,21498.606129999996,,,,
SNOW,2024-08-22 08:46:00,STOP_LOSS,121.55,121.42845,159,19307.12355,1.0,19.326449999999866,19306.12355,-2149.6799999999994,-2192.4825799999994,-0.10009624639076033,-0.101982545600504
ALKS,2024-08-23 15:55:00,BUY,27.915,27.942914999999996,759,21208.672484999996,3.795,21.187484999997405,21212.467484999994,,,,
ALKS,2024-08-26 15:42:00,NEXT_DAY_EXIT,28.545,28.516455,759,21643.989345,3.795,21.665655000000875,21640.194345000004,478.17000000000195,427.7268600000011,0.022568511552928626,0.02016393709512862
CRM,2024-08-28 16:01:00,BUY,266.53,266.79652999999996,52,13873.419559999998,1.0,13.85955999999942,13874.419559999998,,,,
CRM,2024-08-29 15:00:00,NEXT_DAY_EXIT,257.42,257.16258,52,13372.45416,1.0,13.38584000000128,13371.45416,-473.71999999999775,-502.965399999999,-0.034180017258845,-0.036251275076764296
ASTS,2024-09-04 15:38:00,BUY,33.22,33.25321999999999,2014,66971.98507999998,10.07,66.90507999998574,66982.05507999999,,,,
ASTS,2024-09-05 12:10:00,STOP_LOSS,28.88,28.851119999999998,2014,58106.155679999996,10.07,58.16432000000182,58096.08568,-8740.76,-8885.969400000002,-0.13064419024683926,-0.13266194041653465
KVUE,2024-09-06 15:49:00,BUY,22.965,22.987965,586,13470.947489999999,2.93,13.457489999999552,13473.877489999999,,,,
KVUE,2024-09-09 15:18:00,NEXT_DAY_EXIT,23.155,23.131845000000002,586,13555.261170000002,2.93,13.568829999999501,13552.331170000001,111.34000000000074,78.45368000000124,0.00827345961245379,0.005822650536805589
FYBR,2024-09-06 15:53:00,BUY,35.525,35.56052499999999,975,34671.51187499999,4.875,34.636874999992884,34676.38687499999,,,,
FYBR,2024-09-09 15:00:00,NEXT_DAY_EXIT,35.51,35.474489999999996,975,34587.62774999999,4.875,34.6222500000021,34582.75274999999,-14.625000000000554,-93.63412500000265,-0.000422237860661522,-0.002700227256591959
WMS,2024-09-09 15:39:00,BUY,140.47,140.61047,260,36558.7222,1.3,36.52219999999829,36560.0222,,,,
WMS,2024-09-10 15:43:00,NEXT_DAY_EXIT,140.855,140.714145,260,36585.6777,1.3,36.62229999999681,36584.3777,100.09999999999764,24.35550000000083,0.002740798747063365,0.000666178479508714
LRCX,2024-09-13 15:52:00,BUY,77.0713,77.14837129999998,799,61641.54866869999,3.995,61.5799686999887,61645.54366869999,,,,
LRCX,2024-09-16 15:15:00,NEXT_DAY_EXIT,75.6465,75.5708535,799,60381.1119465,3.995,60.44155350000386,60377.1169465,-1138.4151999999924,-1268.4267221999962,-0.018486777827803485,-0.020576130028422946
ACI,2024-09-16 16:04:00,BUY,18.6228,18.6414228,714,13309.975879200001,3.5700000000000003,13.296679199999481,13313.5458792,,,,
ACI,2024-09-17 15:46:00,NEXT_DAY_EXIT,18.48,18.46152,714,13181.52528,3.5700000000000003,13.194720000000196,13177.95528,-101.95920000000082,-135.590599200001,-0.0076680198466396645,-0.010184409204751133
ADI,2024-09-17 15:44:00,BUY,223.69,223.91368999999997,88,19704.40472,1.0,19.684719999997924,19705.40472,,,,
ADI,2024-09-18 15:39:00,NEXT_DAY_EXIT,223.845,223.621155,88,19678.66164,1.0,19.698360000001003,19677.66164,13.6400000000001,-27.7430800000009,0.0006929232419866831,-0.0014078919156551531
SMCI,2024-09-19 16:02:00,BUY,43.7,43.7437,1257,54985.83089999999,6.285,54.930899999992555,54992.1159,,,,
SMCI,2024-09-20 15:59:00,NEXT_DAY_EXIT,45.756,45.710244,1257,57457.776708000005,6.285,57.515291999996535,57451.491708,2584.3919999999966,2459.375808,0.047048054919908405,0.044722334606514015
TROW,2024-09-20 15:39:00,BUY,108.0,108.10799999999999,255,27567.539999999997,1.2750000000000001,27.53999999999742,27568.815,,,,
