date,datetime,total_assets,cash,market_value,positions,daily_pnl,daily_pnl_pct,total_pnl,total_pnl_pct
2025-09-26,2025-09-26T22:21:02.772108,1001521.141,1001521.141,0.0,"[{'symbol': 'US.GOOG', 'qty': 0, 'cost_price': 0.0, 'current_price': 248.0, 'market_value': 0.0, 'pnl': 1592.68, 'pnl_pct': 0.0}]",1584.107999999891,0.15842077528094622,1521.140999999945,0.1521140999999945
